"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
1905,"Kenneth Hao",1500,54,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Jaroslav Hascak & family",1500,53,"Slovakia","Finance & Investments",1,105.422304976,46.6,18.7,49.7,5.454073,0
1905,"He Zhenggang",1500,69,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Niranjan Hiranandani",1500,73,"India","Real Estate",1,2611,28.1,11.2,49.7,1366.417754,0
1905,"Ho Hung Anh",1500,52,"Vietnam","Finance & Investments",1,261.921244843,28.5,19.1,37.6,96.462106,0
1905,"Peter Jackson",1500,61,"New Zealand","Media & Entertainment",1,206.928765544,82,29,34.6,4.841,0
1905,"Stephen Jarislowsky",1500,97,"Canada","Finance & Investments",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1905,"Rajeev Juneja",1500,57,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
1905,"Ramesh Juneja",1500,67,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
1905,"Ke Xiping & family",1500,62,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Kim Jun-ki",1500,78,"South Korea","Diversified",1,2029,94.3,15.6,33.2,51.709098,0
1905,"Sidney Kimmel",1500,95,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Jim Koch",1500,73,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Raj Kumar",1500,68,"Singapore","Real Estate",1,372.062527489,84.8,13.1,21,5.703569,0
1905,"Spiro Latsis & family",1500,76,"Switzerland","Diversified",0,703.08243536,59.6,10.1,28.8,8.574832,0
1905,"Peter Leibinger",1500,56,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1905,"Regine Leibinger",1500,60,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,1
1905,"Nicola Leibinger-Kammueller",1500,63,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,1
1905,"Li Jianli",1500,50,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Li Jiaquan",1500,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Li Rucheng",1500,71,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Li Shui-po",1500,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Liu Xiucai & family",1500,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Lu Zhongfang",1500,80,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,1
1905,"Lu Zongjun",1500,59,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Youssef Mansour",1500,77,"Egypt","Diversified",1,303.175127598,35.2,12.5,44.4,100.388073,0
1905,"Bruce Mathieson",1500,79,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
1905,"Romano Minozzi",1500,88,"Italy","Diversified",1,2001.244392042,61.9,24.3,59.1,60.297396,0
1905,"Greg Mondre",1500,48,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Mario Moretti Polegato & family",1500,70,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
1905,"Robert Mouawad",1500,78,"Bahrain","Service",0,38.574069149,50.5,4.2,13.8,1.501635,0
1905,"Jerry Moyes & family",1500,79,"United States","Logistics",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"John Ocampo",1500,63,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Stefan Olsson",1500,74,"United Kingdom","Diversified",0,2827.113184696,60,25.5,30.6,66.834405,0
1905,"Rubens Ometto Silveira Mello",1500,73,"Brazil","Energy",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1905,"Nelson Peltz",1500,80,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"David Penaloza Alanis",1500,49,"Mexico","Construction & Engineering",0,1258.286717125,40.2,13.1,55.1,126.014024,0
1905,"Karl-Johan Persson",1500,48,"Sweden","Fashion & Retail",0,530.832908738,67,27.9,49.1,10.285453,0
1905,"Mike Repole",1500,55,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Duke Reyes",1500,66,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Kishin RK",1500,39,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
1905,"Carlos Rodriguez-Pastor",1500,63,"Peru","Finance & Investments",0,226.84805082,70.7,14.3,36.8,32.510453,0
1905,"Christopher Rokos",1500,52,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
1905,"John Ruiz",1500,56,"United States","Service",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Sheryl Sandberg",1500,53,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,1
1905,"Amnon Shashua",1500,62,"Israel","Automotive",1,395.098666122,63.4,23.1,25.3,9.0533,0
1905,"Ben Silbermann",1500,40,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Ron Sim",1500,64,"Singapore","Fashion & Retail",1,372.062527489,84.8,13.1,21,5.703569,0
1905,"Leonid Simanovsky",1500,73,"Russia","Finance & Investments",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1905,"Basudeo Singh",1500,82,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
1905,"Frank Slootman",1500,64,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Terry Snow",1500,79,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
1905,"Axel Stawski",1500,72,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Thomas Steyer",1500,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Sergei Studennikov & family",1500,56,"Russia","Fashion & Retail",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1905,"Su Suyu & family",1500,74,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,1
1905,"Kevin Systrom",1500,39,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Tang Binsen",1500,40,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Prachak Tangkaravakoon",1500,79,"Thailand","Manufacturing",1,543.649976166,49.3,14.9,29.5,69.625582,0
1905,"Jeff Tangney",1500,50,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Yuequn Tao",1500,63,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1905,"David Teoh",1500,67,"Australia","Telecom",1,1392.680589329,113.1,23,47.4,25.766605,0
1905,"Tran Ba Duong & family",1500,63,"Vietnam","Automotive",1,261.921244843,28.5,19.1,37.6,96.462106,0
1905,"Kenny Troutt",1500,75,"United States","Telecom",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Jens von Bahr",1500,52,"Sweden","Gambling & Casinos",1,530.832908738,67,27.9,49.1,10.285453,0
1905,"Wang Junmin",1500,54,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Weng Xianding",1500,61,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Farris Wilks",1500,71,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
1905,"Xiong Wu",1500,47,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Xu Zhihan",1500,50,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Tingdong Yang",1500,62,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Michael Minhong Yu",1500,61,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Zhang Bangxin",1500,43,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
1905,"Zhou Zongwen & family",1500,66,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Antti Aarnio-Wihuri",1400,83,"Finland","Diversified",0,268.761201365,88.2,20.8,36.6,5.520314,0
2020,"Alberto Alcocer",1400,80,"Spain","Finance & Investments",1,1394.116310769,88.9,14.2,47,47.076781,0
2020,"Nigel Austin",1400,52,"Australia","Fashion & Retail",1,1392.680589329,113.1,23,47.4,25.766605,0
2020,"Binny Bansal",1400,40,"Singapore","Technology",1,372.062527489,84.8,13.1,21,5.703569,0
2020,"Girdhari Lal Bawri",1400,75,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2020,"John Bloor",1400,79,"United Kingdom","Diversified",1,2827.113184696,60,25.5,30.6,66.834405,0
2020,"Vladimir Bogdanov",1400,71,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Amit Burman",1400,53,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
2020,"Cai Jianyong",1400,52,"China","Metals & Mining",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Steve Case",1400,64,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Chen Wenyuan & family",1400,55,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Chua Thian Poh",1400,74,"Singapore","Real Estate",1,372.062527489,84.8,13.1,21,5.703569,0
2020,"Sasson Dayan & family",1400,83,"Brazil","Finance & Investments",1,1839.758040766,51.3,14.2,65.1,212.559417,0
2020,"Chris Ellison",1400,65,"Australia","Metals & Mining",1,1392.680589329,113.1,23,47.4,25.766605,0
2020,"John Farber",1400,97,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"J. Christopher Flowers",1400,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Reinold Geiger",1400,75,"Switzerland","Fashion & Retail",1,703.08243536,59.6,10.1,28.8,8.574832,0
2020,"Ali Ghodsi",1400,44,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Lance Gokongwei",1400,55,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,0
2020,"Guan Yihong",1400,53,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Rajinder Gupta",1400,64,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
2020,"Torstein Hagen",1400,80,"Switzerland","Service",1,703.08243536,59.6,10.1,28.8,8.574832,0
2020,"Ayman Hariri",1400,44,"France","Construction & Engineering",0,2715.518274227,65.6,24.2,60.7,67.059887,0
2020,"Alfredo Harp Helu & family",1400,79,"Mexico","Finance & Investments",1,1258.286717125,40.2,13.1,55.1,126.014024,0
2020,"He Xiaopeng",1400,45,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Christoph Henkel",1400,65,"United Kingdom","Fashion & Retail",0,2827.113184696,60,25.5,30.6,66.834405,0
2020,"Daniel Hirschfeld",1400,81,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Drew Houston",1400,40,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Huang Jinxiang & family",1400,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Rameshchandra Jain",1400,74,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
2020,"Ke Zunhong & family",1400,68,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Kim Taek-jin",1400,56,"South Korea","Media & Entertainment",1,2029,94.3,15.6,33.2,51.709098,0
2020,"Koh Wee Meng",1400,59,"Singapore","Real Estate",1,372.062527489,84.8,13.1,21,5.703569,0
2020,"Sergei Kolesnikov",1400,51,"Russia","Manufacturing",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Hemendra Kothari",1400,76,"India","Finance & Investments",0,2611,28.1,11.2,49.7,1366.417754,0
2020,"Sebastian Kulczyk",1400,42,"Switzerland","Finance & Investments",0,703.08243536,59.6,10.1,28.8,8.574832,0
2020,"Kwee Liong Keng",1400,77,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Kwee Liong Phing",1400,65,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Kwee Liong Seen",1400,70,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Kwee Liong Tek",1400,76,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Kwek Leng Keow",1400,71,"Singapore","Diversified",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Kwek Leng Peck",1400,67,"Singapore","Diversified",0,372.062527489,84.8,13.1,21,5.703569,0
2020,"Lee Ho-jin",1400,60,"South Korea","Diversified",0,2029,94.3,15.6,33.2,51.709098,0
2020,"Michael Lee-Chin",1400,72,"Canada","Finance & Investments",1,1736.42562952,68.9,12.8,24.5,36.991981,0
2020,"Bernard Lewis & family",1400,97,"United Kingdom","Fashion & Retail",1,2827.113184696,60,25.5,30.6,66.834405,0
2020,"William Li",1400,48,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Jenny Lindén Urnes",1400,52,"Sweden","Manufacturing",0,530.832908738,67,27.9,49.1,10.285453,1
2020,"Liu Fangyi",1400,53,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Anatoly Lomakin",1400,70,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Brandt Louie",1400,79,"Canada","Food & Beverage",0,1736.42562952,68.9,12.8,24.5,36.991981,0
2020,"Lucia Maggi & family",1400,90,"Brazil","Diversified",1,1839.758040766,51.3,14.2,65.1,212.559417,1
2020,"Gary Magness",1400,69,"United States","Media & Entertainment",0,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Mao Lixiang & family",1400,82,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2020,"David McMurtry",1400,82,"United Kingdom","Manufacturing",1,2827.113184696,60,25.5,30.6,66.834405,0
2020,"Deepak Mehta",1400,66,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
2020,"Miao Shouliang",1400,68,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Miao Yongjun",1400,55,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Yoshiko Mori",1400,82,"Japan","Real Estate",0,5081.76954238,63.2,11.9,46.7,126.226568,1
2020,"Marius Nacht",1400,57,"Israel","Technology",1,395.098666122,63.4,23.1,25.3,9.0533,0
2020,"Vadim Novinsky",1400,59,"Ukraine","Metals & Mining",1,153.781069118,82.7,20.1,45.2,44.385155,0
2020,"Niti Osathanugrah",1400,49,"Thailand","Finance & Investments",0,543.649976166,49.3,14.9,29.5,69.625582,0
2020,"Gretel Packer",1400,57,"Australia","Finance & Investments",0,1392.680589329,113.1,23,47.4,25.766605,1
2020,"Pan Longquan",1400,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Pan Shiyi",1400,60,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
2020,"David Paul",1400,56,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Tom Persson",1400,38,"Sweden","Fashion & Retail",0,530.832908738,67,27.9,49.1,10.285453,0
2020,"Qian Jinghong",1400,50,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,1
2020,"Qin Long",1400,57,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"M.Satyanarayana Reddy",1400,65,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2020,"Mochtar Riady & family",1400,93,"Indonesia","Diversified",1,1119.190780753,36.3,10.2,30.1,270.203917,0
2020,"Rihanna",1400,35,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,1
2020,"Boris Rotenberg",1400,66,"Russia","Construction & Engineering",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Subhash Runwal",1400,79,"India","Real Estate",1,2611,28.1,11.2,49.7,1366.417754,0
2020,"Igor Rybakov",1400,50,"Russia","Manufacturing",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Carlos Sanchez",1400,61,"Brazil","Healthcare",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2020,"Martin Selig",1400,85,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Airat Shaimiev",1400,61,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Radik Shaimiev",1400,58,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2020,"Nobutoshi Shimamura",1400,97,"Japan","Fashion & Retail",1,5081.76954238,63.2,11.9,46.7,126.226568,0
2020,"Jared Smith",1400,48,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Charlotte Soderstrom",1400,46,"Sweden","Fashion & Retail",0,530.832908738,67,27.9,49.1,10.285453,1
2020,"Anand Surana",1400,52,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
2020,"Dilip Surana",1400,57,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
2020,"Wilma Tisch",1400,95,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,1
2020,"Jianyi Wang",1400,60,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Wang Jilei",1400,58,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Shuifu Wang",1400,68,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Wang Yanqing & family",1400,76,"China","Manufacturing",0,19910,50.6,9.4,59.2,1397.715,1
2020,"Wang Zelong",1400,26,"China","Metals & Mining",0,19910,50.6,9.4,59.2,1397.715,0
2020,"Werner O. Weber",1400,84,"Switzerland","Manufacturing",1,703.08243536,59.6,10.1,28.8,8.574832,0
2020,"Anne Werninghaus",1400,37,"Brazil","Manufacturing",0,1839.758040766,51.3,14.2,65.1,212.559417,1
2020,"Alfred West, Jr.",1400,80,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2020,"Bo Wu",1400,68,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Wu Chaoqun",1400,53,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Swift Xie",1400,43,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Xu Guozhong & family",1400,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Yao Kuizhang",1400,58,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Yu Peidi",1400,63,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Yuan Liping",1400,52,"China","Healthcare",0,19910,50.6,9.4,59.2,1397.715,1
2020,"Zhang Chuanwei & family",1400,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Zhang Keqiang",1400,62,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Zhang Xin",1400,57,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,1
2020,"Xinghai Zhang & family",1400,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Zheng Jianjiang & family",1400,62,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Zhong Sheng Jian",1400,65,"Singapore","Real Estate",1,372.062527489,84.8,13.1,21,5.703569,0
2020,"Zhou Chengjian",1400,57,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
2020,"Boris Zingarevich",1400,63,"Russia","Diversified",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"A. Jayson Adair",1300,53,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Soegiarto Adikoesoemo",1300,85,"Indonesia","Logistics",1,1119.190780753,36.3,10.2,30.1,270.203917,0
2133,"Rajendra Agarwal",1300,64,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Chirayu Amin",1300,76,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
2133,"Anant Asavabhokhin",1300,72,"Thailand","Real Estate",1,543.649976166,49.3,14.9,29.5,69.625582,0
2133,"Roman Avdeev",1300,55,"Russia","Finance & Investments",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"Ziv Aviram",1300,64,"Israel","Automotive",1,395.098666122,63.4,23.1,25.3,9.0533,0
2133,"Sachin Bansal",1300,41,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Kiki Barki",1300,83,"Indonesia","Energy",1,1119.190780753,36.3,10.2,30.1,270.203917,0
2133,"Elena Baturina",1300,60,"United Kingdom","Construction & Engineering",1,2827.113184696,60,25.5,30.6,66.834405,1
2133,"Banwari Lal Bawri",1300,70,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Othman Benjelloun & family",1300,90,"Morocco","Finance & Investments",0,118.725279596,35.9,21.9,45.8,36.91056,0
2133,"Hari Bhartia",1300,66,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
2133,"Shyam Bhartia",1300,70,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
2133,"Stewart Butterfield",1300,50,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Cai Mingtong",1300,71,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Anthony Casalena",1300,40,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Chang Jianming & family",1300,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Chen Xuehua",1300,62,"China","Metals & Mining",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Chen Yin",1300,50,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"R. Marcelo Claure",1300,52,"United States","Telecom",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Alberto Cortina",1300,77,"Spain","Finance & Investments",1,1394.116310769,88.9,14.2,47,47.076781,0
2133,"Eduardo Costantini",1300,76,"Argentina","Real Estate",1,449.663446954,90,10.1,106.3,44.938712,0
2133,"Wenjun Dai",1300,54,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Anand Deshpande",1300,60,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Aydin Dogan",1300,86,"Turkey","Media & Entertainment",1,754.411708203,23.9,17.9,42.3,83.429615,0
2133,"Annalisa Doris",1300,52,"Italy","Finance & Investments",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2133,"Massimo Doris",1300,55,"Italy","Finance & Investments",0,2001.244392042,61.9,24.3,59.1,60.297396,0
2133,"Weimin Du",1300,59,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Timothy Dunn & family",1300,67,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Keiko Erikawa",1300,74,"Japan","Media & Entertainment",1,5081.76954238,63.2,11.9,46.7,126.226568,1
2133,"Yoichi Erikawa",1300,72,"Japan","Media & Entertainment",1,5081.76954238,63.2,11.9,46.7,126.226568,0
2133,"Philip Fayer",1300,45,"Canada","Finance & Investments",1,1736.42562952,68.9,12.8,24.5,36.991981,0
2133,"Marvy Finger",1300,87,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Simona Giorgetta",1300,45,"Italy","Construction & Engineering",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2133,"Joel Greenberg",1300,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"He Zhiping",1300,59,"China","Finance & Investments",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Heikki Herlin",1300,36,"Finland","Manufacturing",0,268.761201365,88.2,20.8,36.6,5.520314,0
2133,"Hoi Kin Hong",1300,70,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Gregg Hymowitz",1300,57,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Mitchell Jacobson",1300,72,"United States","Service",0,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Anurang Jain",1300,61,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Jiang Guiting & family",1300,64,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Jin Xin",1300,56,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Conni Jonsson",1300,62,"Sweden","Finance & Investments",1,530.832908738,67,27.9,49.1,10.285453,0
2133,"George Joseph",1300,101,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Laurent Junique",1300,57,"Singapore","Technology",1,372.062527489,84.8,13.1,21,5.703569,0
2133,"Zbigniew Juroszek & family",1300,60,"Poland","Diversified",1,592.164400688,67.8,17.4,40.8,37.970874,0
2133,"Alexander Karp",1300,55,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Joe Kiani",1300,58,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Seth Klarman",1300,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Kagemasa Kozuki",1300,82,"Japan","Technology",1,5081.76954238,63.2,11.9,46.7,126.226568,0
2133,"Michael Krasny",1300,69,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Eduard Kucera",1300,70,"Czech Republic","Technology",1,246.489245495,64.1,14.9,46.1,10.669709,0
2133,"Kristo Käärmann",1300,42,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
2133,"Gary Lauder",1300,60,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Lee Hae-jin",1300,55,"South Korea","Technology",1,2029,94.3,15.6,33.2,51.709098,0
2133,"Art Levinson",1300,73,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Li Denghai",1300,73,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Fengluan Li",1300,61,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,1
2133,"Li Yongqing",1300,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Li Zhigang",1300,46,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Liu Gexin & family",1300,71,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Itamar Locks & family",1300,68,"Brazil","Food & Beverage",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2133,"Lu Hongyan",1300,45,"China","Media & Entertainment",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Lv Jianming",1300,58,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Blairo Maggi",1300,66,"Brazil","Food & Beverage",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2133,"Yasseen Mansour",1300,61,"Egypt","Diversified",1,303.175127598,35.2,12.5,44.4,100.388073,0
2133,"George Marcus",1300,81,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Yves-Loic Martin",1300,57,"France","Healthcare",1,2715.518274227,65.6,24.2,60.7,67.059887,0
2133,"Carsten Maschmeyer",1300,63,"Germany","Finance & Investments",1,3845.630030824,70.2,11.5,48.8,83.132799,0
